Child's First Name,Year of Birth,Gender,ASIAN AND PACIFIC ISLANDER,BLACK NON HISPANIC,HISPANIC,WHITE NON HISPANIC,overall_count,rank
Umar,2018,MALE,0,0,0,11,11,503.0
Uriel,2018,MALE,0,0,14,0,14,427.0
Usher,2018,MALE,0,0,0,16,16,391.0
Veer,2018,MALE,13,0,0,0,13,455.0
Victor,2018,MALE,0,0,64,56,120,151.0
Vincent,2018,MALE,90,0,36,174,300,87.0
Walter,2018,MALE,0,0,0,16,16,391.0
Wesley,2018,MALE,51,0,48,81,180,118.0
Weston,2018,MALE,0,0,0,10,10,539.0
Wilder,2018,MALE,0,0,0,11,11,503.0
William,2018,MALE,208,104,172,760,1244,21.0
Wilson,2018,MALE,10,0,0,0,10,539.0
Winston,2018,MALE,18,0,0,0,18,363.0
Wyatt,2018,MALE,0,0,0,34,34,265.0
Xander,2018,MALE,22,0,28,0,50,236.0
Xavier,2018,MALE,44,136,244,52,476,60.0
Yaakov,2018,MALE,0,0,0,59,59,216.0
Yadiel,2018,MALE,0,0,21,0,21,328.0
Yael,2018,MALE,0,0,12,0,12,475.0
Yakov,2018,MALE,0,0,0,66,66,198.0
Yanky,2018,MALE,0,0,0,11,11,503.0
Yariel,2018,MALE,0,0,12,0,12,475.0
Yechiel,2018,MALE,0,0,0,23,23,314.0
Yehoshua,2018,MALE,0,0,0,14,14,427.0
Yehuda,2018,MALE,0,0,0,92,92,170.0
Yidel,2018,MALE,0,0,0,12,12,475.0
Yisrael,2018,MALE,0,0,0,10,10,539.0
Yisroel,2018,MALE,0,0,0,82,82,177.0
Yitzchak,2018,MALE,0,0,0,13,13,455.0
Yitzchok,2018,MALE,0,0,0,88,88,175.0
Yoel,2018,MALE,0,0,0,15,15,405.0
Yosef,2018,MALE,0,0,0,101,101,165.0
Yossi,2018,MALE,0,0,0,18,18,363.0
Yousef,2018,MALE,0,0,0,19,19,350.0
Youssef,2018,MALE,0,0,0,24,24,309.0
Yusuf,2018,MALE,36,0,0,58,94,169.0
Zachary,2018,MALE,88,72,92,272,524,58.0
Zaid,2018,MALE,0,0,18,0,18,363.0
Zaiden,2018,MALE,0,15,0,0,15,405.0
Zain,2018,MALE,32,0,0,34,66,198.0
Zaire,2018,MALE,0,20,0,0,20,340.0
Zalmen,2018,MALE,0,0,0,14,14,427.0
Zane,2018,MALE,0,36,0,20,56,221.0
Zayan,2018,MALE,18,0,0,0,18,363.0
Zayden,2018,MALE,0,28,48,0,76,183.0
Zayn,2018,MALE,34,0,0,38,72,189.0
Zev,2018,MALE,0,0,0,59,59,216.0
Zion,2018,MALE,0,112,36,0,148,132.0
Aaliyah,2019,FEMALE,33,87,105,0,225,71.0
Abby,2019,FEMALE,28,0,20,0,48,205.0
Abigail,2019,FEMALE,116,92,344,288,840,15.0
Ada,2019,FEMALE,26,0,0,56,82,144.0
Addison,2019,FEMALE,0,0,0,18,18,351.0
Adelaide,2019,FEMALE,0,0,0,19,19,336.0
Adele,2019,FEMALE,0,0,20,60,80,148.0
Adeline,2019,FEMALE,0,0,26,46,72,161.0
Adelynn,2019,FEMALE,0,0,11,0,11,515.0
Adina,2019,FEMALE,0,0,0,21,21,306.0
Adriana,2019,FEMALE,0,0,42,40,82,144.0
Ahuva,2019,FEMALE,0,0,0,19,19,336.0
Aicha,2019,FEMALE,0,15,0,0,15,401.0
Ailani,2019,FEMALE,0,0,11,0,11,515.0
Aileen,2019,FEMALE,0,0,12,0,12,477.0
Aisha,2019,FEMALE,30,78,0,63,171,95.0
Aiza,2019,FEMALE,17,0,0,0,17,365.0
Alahia,2019,FEMALE,0,0,10,0,10,569.0
Alaia,2019,FEMALE,0,0,94,0,94,137.0
Alana,2019,FEMALE,0,0,21,0,21,306.0
Alani,2019,FEMALE,0,34,26,0,60,185.0
Alanna,2019,FEMALE,0,0,14,0,14,424.0
Alayna,2019,FEMALE,20,0,24,0,44,224.0
Aleah,2019,FEMALE,0,0,19,0,19,336.0
Aleena,2019,FEMALE,13,0,0,0,13,449.0
Alessandra,2019,FEMALE,0,0,0,22,22,292.0
Alessia,2019,FEMALE,0,0,32,58,90,139.0
Alexa,2019,FEMALE,0,0,45,0,45,218.0
Alexandra,2019,FEMALE,36,0,72,222,330,51.0
Alexis,2019,FEMALE,0,13,0,0,13,449.0
Alia,2019,FEMALE,0,0,16,0,16,380.0
Alice,2019,FEMALE,72,0,81,117,270,60.0
Alicia,2019,FEMALE,0,0,11,0,11,515.0
Alina,2019,FEMALE,69,0,75,39,183,89.0
Alisha,2019,FEMALE,11,0,0,0,11,515.0
Alison,2019,FEMALE,0,0,30,0,30,257.0
Aliya,2019,FEMALE,20,0,0,20,40,233.0
Aliyah,2019,FEMALE,0,28,54,0,82,144.0
Aliza,2019,FEMALE,34,0,0,28,62,181.0
Allison,2019,FEMALE,39,0,162,36,237,67.0
Alma,2019,FEMALE,0,0,30,42,72,161.0
Alondra,2019,FEMALE,0,0,15,0,15,401.0
Alyssa,2019,FEMALE,78,0,66,39,183,89.0
Amaia,2019,FEMALE,0,0,36,0,36,241.0
Amalia,2019,FEMALE,0,0,35,0,35,244.0
Amanda,2019,FEMALE,0,0,24,0,24,274.0
Amani,2019,FEMALE,0,10,0,0,10,569.0
Amara,2019,FEMALE,40,60,48,40,188,86.0
Amaya,2019,FEMALE,63,51,150,0,264,61.0
Amayah,2019,FEMALE,0,11,0,0,11,515.0
Amber,2019,FEMALE,0,0,16,0,16,380.0
Amelia,2019,FEMALE,240,164,396,372,1172,8.0
Amelie,2019,FEMALE,0,0,0,15,15,401.0
Amina,2019,FEMALE,0,60,0,60,120,124.0
Aminata,2019,FEMALE,0,23,0,0,23,284.0
Amira,2019,FEMALE,0,69,48,45,162,100.0
Amirah,2019,FEMALE,0,13,0,0,13,449.0
Amiyah,2019,FEMALE,0,20,0,0,20,320.0
Amora,2019,FEMALE,0,15,0,0,15,401.0
Amy,2019,FEMALE,30,0,100,0,130,118.0
Ana,2019,FEMALE,0,0,74,30,104,129.0
Anabia,2019,FEMALE,20,0,0,0,20,320.0
Analia,2019,FEMALE,0,0,13,0,13,449.0
Anastasia,2019,FEMALE,0,0,32,40,72,161.0
Anaya,2019,FEMALE,44,24,0,0,68,173.0
Andrea,2019,FEMALE,0,0,33,0,33,251.0
Angela,2019,FEMALE,42,0,36,0,78,152.0
Angelica,2019,FEMALE,0,0,13,0,13,449.0
Angelina,2019,FEMALE,45,0,51,72,168,96.0
Angie,2019,FEMALE,22,0,34,0,56,192.0
Aniyah,2019,FEMALE,0,11,0,0,11,515.0
Anna,2019,FEMALE,58,0,0,122,180,92.0
Annabel,2019,FEMALE,0,0,0,13,13,449.0
Annabelle,2019,FEMALE,0,0,0,23,23,284.0
Annalise,2019,FEMALE,0,0,13,0,13,449.0
Annie,2019,FEMALE,22,0,0,0,22,292.0
Antonella,2019,FEMALE,0,0,25,0,25,270.0
Anya,2019,FEMALE,0,0,0,11,11,515.0
April,2019,FEMALE,0,0,13,0,13,449.0
Aria,2019,FEMALE,160,132,144,232,668,22.0
Ariah,2019,FEMALE,0,22,0,0,22,292.0
Ariana,2019,FEMALE,76,72,296,156,600,28.0
Arianna,2019,FEMALE,0,36,117,66,219,75.0
Ariel,2019,FEMALE,48,48,39,0,135,114.0
Ariella,2019,FEMALE,39,0,60,102,201,80.0
Arielle,2019,FEMALE,0,18,0,0,18,351.0
Ariyah,2019,FEMALE,0,10,0,0,10,569.0
Arlette,2019,FEMALE,0,0,11,0,11,515.0
Arya,2019,FEMALE,148,68,172,56,444,41.0
Ashley,2019,FEMALE,32,0,152,0,184,88.0
Astrid,2019,FEMALE,0,0,0,10,10,569.0
Athena,2019,FEMALE,39,0,78,36,153,104.0
Aubree,2019,FEMALE,0,0,11,0,11,515.0
Aubrey,2019,FEMALE,0,45,54,33,132,115.0
Audrey,2019,FEMALE,90,0,42,90,222,74.0
Aurelia,2019,FEMALE,0,0,0,12,12,477.0
Aurora,2019,FEMALE,52,44,92,116,304,53.0
Autumn,2019,FEMALE,0,72,48,42,162,100.0
Ava,2019,FEMALE,164,400,404,428,1396,7.0
Avery,2019,FEMALE,116,64,96,260,536,33.0
Aviva,2019,FEMALE,0,0,0,15,15,401.0
Aya,2019,FEMALE,0,0,0,11,11,515.0
Ayala,2019,FEMALE,0,0,0,12,12,477.0
Ayat,2019,FEMALE,16,0,0,0,16,380.0
Ayesha,2019,FEMALE,22,0,0,0,22,292.0
Ayla,2019,FEMALE,0,0,22,56,78,152.0
Ayra,2019,FEMALE,10,0,0,0,10,569.0
Baila,2019,FEMALE,0,0,0,69,69,172.0
Batsheva,2019,FEMALE,0,0,0,17,17,365.0
Beatrice,2019,FEMALE,0,0,0,32,32,253.0
Bella,2019,FEMALE,160,88,208,128,584,29.0
Bianca,2019,FEMALE,0,0,22,24,46,215.0
Bina,2019,FEMALE,0,0,0,12,12,477.0
Bintou,2019,FEMALE,0,14,0,0,14,424.0
Blair,2019,FEMALE,0,0,0,10,10,569.0
Blake,2019,FEMALE,0,0,0,17,17,365.0
Blima,2019,FEMALE,0,0,0,21,21,306.0
Blimy,2019,FEMALE,0,0,0,19,19,336.0
Bracha,2019,FEMALE,0,0,0,23,23,284.0
Breindy,2019,FEMALE,0,0,0,21,21,306.0
Briana,2019,FEMALE,0,0,16,0,16,380.0
Brianna,2019,FEMALE,0,33,129,30,192,84.0
Brielle,2019,FEMALE,0,87,48,33,168,96.0
Brooke,2019,FEMALE,0,0,0,12,12,477.0
Brooklyn,2019,FEMALE,0,0,0,10,10,569.0
Bruchy,2019,FEMALE,0,0,0,24,24,274.0
Cali,2019,FEMALE,0,24,22,0,46,215.0
Camila,2019,FEMALE,0,0,324,22,346,49.0
Camilla,2019,FEMALE,0,0,0,14,14,424.0
Camille,2019,FEMALE,0,0,0,10,10,569.0
Caroline,2019,FEMALE,0,0,0,35,35,244.0
Cataleya,2019,FEMALE,0,0,10,0,10,569.0
Catalina,2019,FEMALE,0,0,19,0,19,336.0
Catherine,2019,FEMALE,30,0,0,48,78,152.0
Cecilia,2019,FEMALE,24,0,0,54,78,152.0
Celeste,2019,FEMALE,0,0,0,10,10,569.0
Celia,2019,FEMALE,0,0,0,11,11,515.0
Celine,2019,FEMALE,72,0,78,75,225,71.0
Chana,2019,FEMALE,0,0,0,124,124,121.0
Chany,2019,FEMALE,0,0,0,45,45,218.0
Charlie,2019,FEMALE,0,0,0,14,14,424.0
Charlotte,2019,FEMALE,171,0,204,474,849,14.0
Chava,2019,FEMALE,0,0,0,42,42,227.0
Chavy,2019,FEMALE,0,0,0,22,22,292.0
Chaya,2019,FEMALE,0,0,0,209,209,79.0
Chelsea,2019,FEMALE,0,11,0,0,11,515.0
Chloe,2019,FEMALE,524,136,244,256,1160,9.0
Claire,2019,FEMALE,70,0,0,74,144,107.0
Clara,2019,FEMALE,0,0,0,45,45,218.0
Colette,2019,FEMALE,0,0,0,18,18,351.0
Cora,2019,FEMALE,0,0,0,16,16,380.0
Crystal,2019,FEMALE,0,0,10,0,10,569.0
Cynthia,2019,FEMALE,16,0,0,0,16,380.0
Dahlia,2019,FEMALE,0,0,30,20,50,201.0
Daisy,2019,FEMALE,12,0,0,0,12,477.0
Dalia,2019,FEMALE,0,0,0,11,11,515.0
Dana,2019,FEMALE,0,0,0,12,12,477.0
Daniela,2019,FEMALE,0,0,43,0,43,225.0
Daniella,2019,FEMALE,0,0,36,26,62,181.0
Danna,2019,FEMALE,0,0,20,0,20,320.0
Daphne,2019,FEMALE,0,0,0,13,13,449.0
Dara,2019,FEMALE,0,0,12,0,12,477.0
Dayana,2019,FEMALE,0,0,15,0,15,401.0
Delilah,2019,FEMALE,0,0,13,0,13,449.0
Destiny,2019,FEMALE,0,34,36,0,70,168.0
Devoiry,2019,FEMALE,0,0,0,12,12,477.0
Devora,2019,FEMALE,0,0,0,18,18,351.0
Devorah,2019,FEMALE,0,0,0,47,47,211.0
Devory,2019,FEMALE,0,0,0,10,10,569.0
Diana,2019,FEMALE,0,0,56,40,96,136.0
Dina,2019,FEMALE,0,0,0,51,51,200.0
Dior,2019,FEMALE,0,15,0,0,15,401.0
Dream,2019,FEMALE,0,16,0,0,16,380.0
Dua,2019,FEMALE,20,0,0,22,42,227.0
Dylan,2019,FEMALE,0,0,0,21,21,306.0
Eden,2019,FEMALE,0,20,0,36,56,192.0
Edith,2019,FEMALE,0,0,0,18,18,351.0
Egypt,2019,FEMALE,0,11,0,0,11,515.0
Eileen,2019,FEMALE,0,0,14,0,14,424.0
Eleanor,2019,FEMALE,34,0,0,140,174,94.0
Elena,2019,FEMALE,63,0,156,57,276,57.0
Eliana,2019,FEMALE,68,44,176,232,520,34.0
Elianny,2019,FEMALE,0,0,12,0,12,477.0
Elina,2019,FEMALE,11,0,0,0,11,515.0
Elisa,2019,FEMALE,0,0,14,0,14,424.0
Elise,2019,FEMALE,26,0,0,30,56,192.0
Elisheva,2019,FEMALE,0,0,0,20,20,320.0
Eliza,2019,FEMALE,0,0,30,46,76,159.0
Elizabeth,2019,FEMALE,52,48,240,292,632,25.0
Ella,2019,FEMALE,168,64,104,472,808,16.0
Elle,2019,FEMALE,0,0,0,23,23,284.0
Ellie,2019,FEMALE,102,0,54,90,246,65.0
Elliott,2019,FEMALE,0,0,0,13,13,449.0
Eloise,2019,FEMALE,0,0,0,35,35,244.0
Emely,2019,FEMALE,0,0,36,0,36,241.0
Emerson,2019,FEMALE,0,0,0,14,14,424.0
Emery,2019,FEMALE,0,0,0,12,12,477.0
Emilia,2019,FEMALE,72,0,135,219,426,42.0
Emily,2019,FEMALE,212,52,324,432,1020,11.0
Emma,2019,FEMALE,284,80,852,744,1960,1.0
Emmy,2019,FEMALE,0,0,0,17,17,365.0
Erin,2019,FEMALE,12,0,0,0,12,477.0
Esme,2019,FEMALE,0,0,0,16,16,380.0
Esmeralda,2019,FEMALE,0,0,15,0,15,401.0
Estelle,2019,FEMALE,0,0,0,12,12,477.0
Ester,2019,FEMALE,0,0,0,11,11,515.0
Esther,2019,FEMALE,33,0,60,606,699,21.0
Esty,2019,FEMALE,0,0,0,42,42,227.0
Etty,2019,FEMALE,0,0,0,21,21,306.0
Eva,2019,FEMALE,88,48,132,240,508,35.0
Evangeline,2019,FEMALE,0,0,11,0,11,515.0
Eve,2019,FEMALE,0,0,0,19,19,336.0
Evelyn,2019,FEMALE,123,0,99,177,399,45.0
Everly,2019,FEMALE,0,0,22,30,52,199.0
Evie,2019,FEMALE,0,0,0,13,13,449.0
Faiga,2019,FEMALE,0,0,0,21,21,306.0
Faigy,2019,FEMALE,0,0,0,86,86,141.0
Faith,2019,FEMALE,0,20,0,0,20,320.0
Fatima,2019,FEMALE,102,99,0,30,231,69.0
Fatoumata,2019,FEMALE,0,35,0,0,35,244.0
Fernanda,2019,FEMALE,0,0,11,0,11,515.0
Fiona,2019,FEMALE,46,0,0,56,102,130.0
Fradel,2019,FEMALE,0,0,0,12,12,477.0
Frady,2019,FEMALE,0,0,0,16,16,380.0
Fraidy,2019,FEMALE,0,0,0,30,30,257.0
Frances,2019,FEMALE,0,0,0,25,25,270.0
Francesca,2019,FEMALE,0,0,0,29,29,261.0
Frida,2019,FEMALE,0,0,0,15,15,401.0
Frieda,2019,FEMALE,0,0,0,10,10,569.0
Frimet,2019,FEMALE,0,0,0,19,19,336.0
Gabriela,2019,FEMALE,0,0,54,24,78,152.0
Gabriella,2019,FEMALE,0,57,135,162,354,48.0
Gabrielle,2019,FEMALE,0,36,0,24,60,185.0
Gemma,2019,FEMALE,0,0,0,24,24,274.0
Genesis,2019,FEMALE,0,42,176,0,218,76.0
Genevieve,2019,FEMALE,0,0,0,16,16,380.0
Georgia,2019,FEMALE,0,0,0,18,18,351.0
Georgina,2019,FEMALE,0,0,0,12,12,477.0
Gia,2019,FEMALE,0,20,20,0,40,233.0
Gianna,2019,FEMALE,0,66,159,87,312,52.0
Giovanna,2019,FEMALE,0,0,0,10,10,569.0
Giselle,2019,FEMALE,0,0,18,0,18,351.0
Gittel,2019,FEMALE,0,0,0,16,16,380.0
Gitty,2019,FEMALE,0,0,0,99,99,134.0
Giuliana,2019,FEMALE,0,0,0,14,14,424.0
Golda,2019,FEMALE,0,0,0,12,12,477.0
Goldie,2019,FEMALE,0,0,0,11,11,515.0
Goldy,2019,FEMALE,0,0,0,28,28,263.0
Grace,2019,FEMALE,192,112,192,264,760,18.0
Guadalupe,2019,FEMALE,0,0,12,0,12,477.0
Hadassah,2019,FEMALE,0,0,0,18,18,351.0
Hailey,2019,FEMALE,152,52,264,104,572,30.0
Hanna,2019,FEMALE,0,0,0,15,15,401.0
Hannah,2019,FEMALE,164,72,132,276,644,24.0
Harley,2019,FEMALE,0,0,10,0,10,569.0
Harmony,2019,FEMALE,0,23,0,0,23,284.0
Harper,2019,FEMALE,34,0,0,98,132,115.0
Hawa,2019,FEMALE,0,10,0,0,10,569.0
Hazel,2019,FEMALE,20,0,0,70,90,139.0
Heaven,2019,FEMALE,0,0,13,0,13,449.0
Heidy,2019,FEMALE,0,0,11,0,11,515.0
Helen,2019,FEMALE,10,0,0,0,10,569.0
Helena,2019,FEMALE,0,0,0,11,11,515.0
Hendy,2019,FEMALE,0,0,0,11,11,515.0
Henny,2019,FEMALE,0,0,0,27,27,266.0
Hinda,2019,FEMALE,0,0,0,20,20,320.0
Hindy,2019,FEMALE,0,0,0,47,47,211.0
Hoorain,2019,FEMALE,10,0,0,0,10,569.0
Hope,2019,FEMALE,0,13,0,0,13,449.0
Idy,2019,FEMALE,0,0,0,14,14,424.0
Imani,2019,FEMALE,0,16,0,0,16,380.0
Imona,2019,FEMALE,0,0,0,19,19,336.0
Inaaya,2019,FEMALE,24,0,0,0,24,274.0
Inaya,2019,FEMALE,20,0,0,0,20,320.0
Ines,2019,FEMALE,0,0,0,11,11,515.0
Irene,2019,FEMALE,17,0,0,0,17,365.0
Iris,2019,FEMALE,24,0,0,40,64,180.0
Isabel,2019,FEMALE,0,0,58,80,138,109.0
Isabela,2019,FEMALE,0,0,12,0,12,477.0
Isabella,2019,FEMALE,172,152,924,344,1592,5.0
Isabelle,2019,FEMALE,0,42,36,102,180,92.0
Isla,2019,FEMALE,24,0,0,106,130,118.0
Itzel,2019,FEMALE,0,0,18,0,18,351.0
Ivy,2019,FEMALE,26,0,0,30,56,192.0
Iymona,2019,FEMALE,0,0,0,13,13,449.0
Izabella,2019,FEMALE,0,0,10,0,10,569.0
Jacqueline,2019,FEMALE,0,0,0,11,11,515.0
Jada,2019,FEMALE,0,11,0,0,11,515.0
Jade,2019,FEMALE,0,60,117,39,216,77.0
Jaliyah,2019,FEMALE,0,13,0,0,13,449.0
Jana,2019,FEMALE,0,0,0,16,16,380.0
Jane,2019,FEMALE,0,0,0,28,28,263.0
Janice,2019,FEMALE,10,0,0,0,10,569.0
Janiyah,2019,FEMALE,0,11,0,0,11,515.0
Jannat,2019,FEMALE,10,0,0,0,10,569.0
Jannatul,2019,FEMALE,17,0,0,0,17,365.0
Jasmine,2019,FEMALE,96,52,88,48,284,55.0
Jayla,2019,FEMALE,0,38,32,0,70,168.0
Jayleen,2019,FEMALE,0,0,32,0,32,253.0
Jaylin,2019,FEMALE,0,0,11,0,11,515.0
Jazlyn,2019,FEMALE,0,0,27,0,27,266.0
Jazmin,2019,FEMALE,0,0,16,0,16,380.0
Jenna,2019,FEMALE,0,0,0,17,17,365.0
Jennifer,2019,FEMALE,0,0,11,0,11,515.0
Jessica,2019,FEMALE,48,0,36,39,123,122.0
Jewel,2019,FEMALE,0,12,0,0,12,477.0
Joanna,2019,FEMALE,23,0,0,0,23,284.0
Jocelyn,2019,FEMALE,16,0,0,0,16,380.0
Jordyn,2019,FEMALE,0,18,0,0,18,351.0
Josephine,2019,FEMALE,20,0,0,108,128,120.0
Journee,2019,FEMALE,0,20,0,0,20,320.0
Journey,2019,FEMALE,0,14,0,0,14,424.0
Joy,2019,FEMALE,12,0,0,0,12,477.0
Julia,2019,FEMALE,42,0,45,189,276,57.0
Juliana,2019,FEMALE,0,0,32,48,80,148.0
Julianna,2019,FEMALE,0,0,20,28,48,205.0
Juliet,2019,FEMALE,0,0,60,46,106,128.0
Juliette,2019,FEMALE,0,0,50,88,138,109.0
Julissa,2019,FEMALE,0,0,13,0,13,449.0
June,2019,FEMALE,0,0,0,23,23,284.0
Juniper,2019,FEMALE,0,0,0,10,10,569.0
Kaia,2019,FEMALE,0,0,0,20,20,320.0
Kailani,2019,FEMALE,0,0,17,0,17,365.0
Kaitlyn,2019,FEMALE,0,0,12,0,12,477.0
Kalani,2019,FEMALE,0,11,0,0,11,515.0
Kali,2019,FEMALE,0,38,20,0,58,189.0
Kamila,2019,FEMALE,0,0,56,26,82,144.0
Kamiyah,2019,FEMALE,0,10,0,0,10,569.0
Karen,2019,FEMALE,24,0,24,0,48,205.0
Katherine,2019,FEMALE,54,0,51,51,156,102.0
Kayla,2019,FEMALE,132,96,116,116,460,39.0
Kaylani,2019,FEMALE,0,0,24,0,24,274.0
Kaylee,2019,FEMALE,39,48,147,0,234,68.0
Kehlani,2019,FEMALE,0,48,30,0,78,152.0
Keily,2019,FEMALE,0,0,10,0,10,569.0
Keira,2019,FEMALE,0,0,0,15,15,401.0
Kelly,2019,FEMALE,11,0,0,0,11,515.0
Kennedy,2019,FEMALE,0,19,0,0,19,336.0
Kenzie,2019,FEMALE,0,10,0,0,10,569.0
Keyla,2019,FEMALE,0,0,16,0,16,380.0
Khadija,2019,FEMALE,30,20,0,0,50,201.0
Khadijah,2019,FEMALE,0,15,0,0,15,401.0
Khaleesi,2019,FEMALE,0,20,26,0,46,215.0
Khloe,2019,FEMALE,0,34,58,0,92,138.0
Kiara,2019,FEMALE,24,0,56,0,80,148.0
Kimberly,2019,FEMALE,0,0,42,0,42,227.0
Kimora,2019,FEMALE,0,15,0,0,15,401.0
Kira,2019,FEMALE,22,0,0,20,42,227.0
Kori,2019,FEMALE,0,12,0,0,12,477.0
Kylie,2019,FEMALE,51,75,114,0,240,66.0
Laia,2019,FEMALE,0,0,10,0,10,569.0
Laila,2019,FEMALE,0,42,45,60,147,106.0
Lana,2019,FEMALE,0,0,0,19,19,336.0
Lara,2019,FEMALE,0,0,0,15,15,401.0
Laura,2019,FEMALE,0,0,0,14,14,424.0
Lauren,2019,FEMALE,0,22,26,0,48,205.0
Lauryn,2019,FEMALE,0,10,0,0,10,569.0
Layan,2019,FEMALE,0,0,0,21,21,306.0
Layla,2019,FEMALE,68,116,148,240,572,30.0
Lea,2019,FEMALE,0,0,0,22,22,292.0
Leah,2019,FEMALE,88,128,376,828,1420,6.0
Leia,2019,FEMALE,0,0,0,11,11,515.0
Leila,2019,FEMALE,0,45,39,57,141,108.0
Leilani,2019,FEMALE,0,46,70,0,116,126.0
Lena,2019,FEMALE,20,0,0,38,58,189.0
Leslie,2019,FEMALE,0,0,19,0,19,336.0
Lesly,2019,FEMALE,0,0,12,0,12,477.0
Lia,2019,FEMALE,0,0,62,36,98,135.0
Liah,2019,FEMALE,0,0,13,0,13,449.0
Liana,2019,FEMALE,0,0,36,36,72,161.0
Liba,2019,FEMALE,0,0,0,19,19,336.0
Libby,2019,FEMALE,0,0,0,40,40,233.0
Lielle,2019,FEMALE,0,0,0,10,10,569.0
Lila,2019,FEMALE,0,0,0,30,30,257.0
Lilah,2019,FEMALE,0,0,0,16,16,380.0
Liliana,2019,FEMALE,0,0,40,60,100,132.0
Lillian,2019,FEMALE,0,0,0,45,45,218.0
Lilly,2019,FEMALE,0,0,0,15,15,401.0
Lily,2019,FEMALE,36,0,42,285,363,47.0
Lina,2019,FEMALE,0,0,0,24,24,274.0
Litzy,2019,FEMALE,0,0,10,0,10,569.0
Liv,2019,FEMALE,0,0,0,25,25,270.0
Livia,2019,FEMALE,0,0,0,11,11,515.0
Lizbeth,2019,FEMALE,0,0,14,0,14,424.0
Lola,2019,FEMALE,0,0,0,14,14,424.0
London,2019,FEMALE,0,40,40,0,80,148.0
Londyn,2019,FEMALE,0,12,0,0,12,477.0
Louisa,2019,FEMALE,0,0,0,14,14,424.0
Louise,2019,FEMALE,0,0,0,18,18,351.0
Lucia,2019,FEMALE,0,0,56,60,116,126.0
Luciana,2019,FEMALE,0,0,32,30,62,181.0
Lucille,2019,FEMALE,0,0,0,11,11,515.0
Lucy,2019,FEMALE,0,0,0,54,54,197.0
Luna,2019,FEMALE,88,48,616,176,928,13.0
Luz,2019,FEMALE,0,0,13,0,13,449.0
Lyanna,2019,FEMALE,0,0,10,0,10,569.0
Lydia,2019,FEMALE,20,0,0,20,40,233.0
Lyla,2019,FEMALE,0,0,0,30,30,257.0
Lyric,2019,FEMALE,0,16,0,0,16,380.0
Mackenzie,2019,FEMALE,0,45,30,57,132,115.0
Madeleine,2019,FEMALE,20,0,0,52,72,161.0
Madeline,2019,FEMALE,32,0,0,68,100,132.0
Madelyn,2019,FEMALE,0,0,34,34,68,173.0
Madison,2019,FEMALE,60,236,216,232,744,19.0
Maeve,2019,FEMALE,0,0,0,29,29,261.0
Maia,2019,FEMALE,0,0,21,0,21,306.0
Makayla,2019,FEMALE,0,20,0,0,20,320.0
Malak,2019,FEMALE,0,0,0,12,12,477.0
Malia,2019,FEMALE,0,38,30,0,68,173.0
Malika,2019,FEMALE,0,0,0,14,14,424.0
Maliyah,2019,FEMALE,0,18,0,0,18,351.0
Malka,2019,FEMALE,0,0,0,60,60,185.0
Malky,2019,FEMALE,0,0,0,77,77,158.0
Manha,2019,FEMALE,19,0,0,0,19,336.0
Margaret,2019,FEMALE,0,0,0,35,35,244.0
Margot,2019,FEMALE,0,0,0,47,47,211.0
Maria,2019,FEMALE,0,0,58,80,138,109.0
Mariam,2019,FEMALE,36,90,0,66,192,84.0
Mariama,2019,FEMALE,0,15,0,0,15,401.0
Mariana,2019,FEMALE,0,0,18,0,18,351.0
Mary,2019,FEMALE,0,0,0,17,17,365.0
Maryam,2019,FEMALE,99,36,0,60,195,82.0
Matilda,2019,FEMALE,0,0,0,14,14,424.0
Maya,2019,FEMALE,104,60,160,384,708,20.0
Mckenzie,2019,FEMALE,0,11,0,0,11,515.0
Meghan,2019,FEMALE,0,0,13,0,13,449.0
Meira,2019,FEMALE,0,0,0,11,11,515.0
Melanie,2019,FEMALE,0,28,110,0,138,109.0
Melany,2019,FEMALE,0,0,20,0,20,320.0
Melissa,2019,FEMALE,0,0,28,22,50,201.0
Melody,2019,FEMALE,45,93,87,0,225,71.0
Mia,2019,FEMALE,352,116,736,536,1740,4.0
Miah,2019,FEMALE,0,0,12,0,12,477.0
Michal,2019,FEMALE,0,0,0,11,11,515.0
Michelle,2019,FEMALE,52,56,104,64,276,57.0
Mila,2019,FEMALE,63,0,198,237,498,37.0
Milan,2019,FEMALE,0,15,0,0,15,401.0
Milana,2019,FEMALE,0,0,0,11,11,515.0
Milani,2019,FEMALE,0,28,20,0,48,205.0
Millie,2019,FEMALE,0,0,0,11,11,515.0
Mindy,2019,FEMALE,0,0,0,24,24,274.0
Mira,2019,FEMALE,0,0,0,15,15,401.0
Miracle,2019,FEMALE,0,50,22,0,72,161.0
Miranda,2019,FEMALE,0,0,11,0,11,515.0
Miri,2019,FEMALE,0,0,0,10,10,569.0
Miriam,2019,FEMALE,0,0,0,193,193,83.0
Miya,2019,FEMALE,11,0,0,0,11,515.0
Molly,2019,FEMALE,0,0,0,37,37,240.0
Morgan,2019,FEMALE,0,22,0,26,48,205.0
Muntaha,2019,FEMALE,10,0,0,0,10,569.0
Muslima,2019,FEMALE,0,0,0,12,12,477.0
Mya,2019,FEMALE,0,40,28,0,68,173.0
Nabiha,2019,FEMALE,10,0,0,0,10,569.0
Nadia,2019,FEMALE,0,0,0,13,13,449.0
Nailah,2019,FEMALE,0,10,0,0,10,569.0
